mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
23	22	261/4	261/4	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	177									30		
23	22	66	66	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	178									30		
24	23	265/4	265/4	0.0	0	0	Spanner	3/4	2	1	0															
24	23	265/4	265/4	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	179											
24	23	265/4	265/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	180											
25	24	287/4	287/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	181	wie										
25	24	279/4	279/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	182									31		
25	24	281/4	281/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	183									31		
25	24	283/4	283/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	184									31		
25	24	285/4	285/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	185									31		
25	24	287/4	287/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	186											
25	24	279/4	279/4	0.0	1/8	1/8	Dynamic	3/4	3	1	0						p									
25	24	279/4	279/4	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	187									32		
25	24	281/4	281/4	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	188									32		
25	24	283/4	283/4	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	189									32		
25	24	285/4	285/4	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	190									32		
25	24	287/4	287/4	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	191											
26	25	289/4	289/4	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	192	weit										
26	25	295/4	295/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	193	noch										
26	25	297/4	297/4	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	194	bis										
26	25	75	75	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	195	zur										
26	25	289/4	289/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	196											
26	25	289/4	289/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	197											
26	25	289/4	289/4	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	198			articAccentAbove						33		
26	25	295/4	295/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	199									33		
26	25	297/4	297/4	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	200									33		
26	25	75	75	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	201									33		
26	25	289/4	289/4	0.0	0	0	Chord	3/4	3	1	0	grace32	1/32	1	202											
26	25	289/4	289/4	0.0	0	0	Chord	3/4	3	1	0	grace32	1/32	1	203											
26	25	289/4	289/4	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	204			articAccentBelow						34		
26	25	295/4	295/4	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	205									34		
26	25	297/4	297/4	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	206									34		
26	25	75	75	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	207									34		
27	26	301/4	301/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	208	Bah-										
27	26	303/4	303/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	209	-re!										
27	26	311/4	311/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	210	wie										
27	26	301/4	301/4	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	211									33		
27	26	309/4	309/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	212											
27	26	301/4	301/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	213									34		
27	26	309/4	309/4	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	214											
28	27	313/4	313/4	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	215	weit										
28	27	319/4	319/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	216	noch										
28	27	321/4	321/4	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	217	bis										
28	27	81	81	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	218	zur										
28	27	313/4	313/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	219											
28	27	313/4	313/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	220											
28	27	313/4	313/4	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	221			articAccentBelow						35		
28	27	319/4	319/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	222									35		
28	27	321/4	321/4	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	223									35		
28	27	81	81	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	224									35		
28	27	313/4	313/4	0.0	0	0	Chord	3/4	3	1	0	grace32	1/32	1	225											
28	27	313/4	313/4	0.0	0	0	Chord	3/4	3	1	0	grace32	1/32	1	226											
28	27	313/4	313/4	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	227			articAccentBelow						36		
28	27	319/4	319/4	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	228									36		
28	27	321/4	321/4	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	229									36		
28	27	81	81	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	230									36		
29	28	325/4	325/4	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	231											
29	28	325/4	325/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	232	Bah-										
29	28	327/4	327/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	233	-re!										
29	28	325/4	325/4	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	234									37		
29	28	325/4	325/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	235									38		
30	29	347/4	347/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	236	Vom										
30	29	337/4	337/4	0.0	0	0	Dynamic	3/4	2	1	0						pp									
30	29	337/4	337/4	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	237											
30	29	337/4	337/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	238											
31	30	349/4	349/4	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	239	A-										
31	30	88	88	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	240	-bend-										
31	30	353/4	353/4	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	241											
31	30	359/4	359/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	242	zum										
31	30	349/4	349/4	0.0	0	0	Dynamic	3/4	3	1	0						p									
31	30	349/4	349/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	243											
32	31	361/4	361/4	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	244	Mor-										
32	31	91	91	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	245	-gen-										
32	31	365/4	365/4	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	246	-licht										
32	31	371/4	371/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	247	ward										
32	31	361/4	361/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	248											
33	32	373/4	373/4	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	249	man-										
33	32	377/4	377/4	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	250											
33	32	1135/12	1135/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	251											
33	32	1139/12	1139/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	252	-cher										
33	32	381/4	381/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	253	Kopf		ornamentShortTrill								
33	32	1147/12	1147/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	254											
33	32	1151/12	1151/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	255	zum										
33	32	373/4	373/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	256											
34	33	385/4	385/4	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	257	Grei-		ornamentShortTrill								
34	33	97	97	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	258											
34	33	389/4	389/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	259	-se										
34	33	395/4	395/4	0.0	5/8	5/8	Spanner	3/4	2	1	0															3
34	33	395/4	395/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	260									39		3
34	33	385/4	385/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	261											
35	34	397/4	397/4	0.0	0	0	Spanner	3/4	2	1	0															
35	34	397/4	397/4	0.0	0	0	Spanner	3/4	2	1	0														3	
35	34	397/4	397/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	262										3	
35	34	401/4	401/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	263									40	3	
35	34	1207/12	1207/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	264									40	3	
35	34	1211/12	1211/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	265									40	3	
35	34	405/4	405/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	266									40	3	
35	34	1219/12	1219/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	267									40	3	
35	34	1223/12	1223/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	268										3	
35	34	397/4	397/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	269											
36	35	419/4	419/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	270	Wer										
36	35	409/4	409/4	0.0	0	0	Spanner	3/4	2	1	0															
36	35	409/4	409/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	271											
36	35	409/4	409/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	272											
36	35	409/4	409/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	273											
36	35	409/4	409/4	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	274									41		
36	35	103	103	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	275									41		
36	35	413/4	413/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	276											
36	35	409/4	409/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	277											
37	36	421/4	421/4	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	278	glaubt's										
37	36	427/4	427/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	279	und										
37	36	429/4	429/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	280	mei-										
37	36	431/4	431/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	281	-ner										
37	36	421/4	421/4	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	282									42		
37	36	429/4	429/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	283									43		
37	36	431/4	431/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	284											
37	36	421/4	421/4	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	285											
37	36	421/4	421/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	286											
38	37	433/4	433/4	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	287	ward										
38	37	109	109	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	288	es										
38	37	437/4	437/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	289	nicht										
38	37	443/4	443/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	290	auf										
38	37	433/4	433/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	291									44		
38	37	437/4	437/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	292											
38	37	433/4	433/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	293											
39	38	445/4	445/4	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	294	die-								45		
39	38	449/4	449/4	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	295											
39	38	1351/12	1351/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	296											
39	38	1355/12	1355/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	297	-ser										
39	38	453/4	453/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	298	gan-										
39	38	1363/12	1363/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	299											
39	38	1367/12	1367/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	300	-zen										
39	38	445/4	445/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	301									46		
39	38	449/4	449/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	302									47		
39	38	1351/12	1351/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	303									47		
39	38	1355/12	1355/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	304									47		
39	38	453/4	453/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	305									47		
39	38	1363/12	1363/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	306									47		
39	38	1367/12	1367/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	307											
39	38	445/4	445/4	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	308											
39	38	453/4	453/4	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	309											
39	38	445/4	445/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	310									48		
39	38	453/4	453/4	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	311											
40	39	457/4	457/4	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	312	Rei-										
40	39	461/4	461/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	313	-se										
40	39	467/4	467/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	314	auf										
40	39	457/4	457/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	315									49		
40	39	461/4	461/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	316											
40	39	457/4	457/4	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	317											
40	39	457/4	457/4	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	318									50		
40	39	461/4	461/4	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	319											
41	40	469/4	469/4	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	320	die-										
41	40	473/4	473/4	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	321											
41	40	1423/12	1423/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	322											
41	40	1427/12	1427/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	323	-ser										
41	40	477/4	477/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	324	gan-										
41	40	1435/12	1435/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	325											
41	40	1439/12	1439/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	326	-zen										
41	40	469/4	469/4	0.0	0	0	Dynamic	3/4	2	1	0						f									
41	40	469/4	469/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	327											
41	40	477/4	477/4	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	328											
41	40	469/4	469/4	2.0	0	0	Chord	3/4	3	2	1/2		1/2	1	329											
41	40	477/4	477/4	1.0	1/2	1/2	Chord	3/4	3	2	1/4		1/4	1	330											
42	41	481/4	481/4	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	331	Rei-										
42	41	481/4	481/4	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	332									51		
42	41	485/4	485/4	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	333									51		
42	41	487/4	487/4	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	334									51		
42	41	489/4	489/4	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	335											
42	41	481/4	481/4	3.0	0	0	Chord	3/4	3	2	3/4		1/2	3/2	336											
43	42	493/4	493/4	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	337	-se!										
43	42	493/4	493/4	0.0	0	0	Dynamic	3/4	2	1	0						p									
43	42	503/4	503/4	0.0	5/8	5/8	Spanner	3/4	2	1	0															4
43	42	503/4	503/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	338									52		4
43	42	493/4	493/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	339											
44	43	505/4	505/4	0.0	0	0	Spanner	3/4	2	1	0															
44	43	505/4	505/4	0.0	0	0	Spanner	3/4	2	1	0														4	
44	43	505/4	505/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	340										4	
44	43	509/4	509/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	341									53	4	
44	43	1531/12	1531/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	342									53	4	
44	43	1535/12	1535/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	343									53	4	
44	43	513/4	513/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	344									53	4	
44	43	1543/12	1543/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	345									53	4	
44	43	1547/12	1547/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	346										4	
44	43	505/4	505/4	0.0	0	0	Dynamic	3/4	3	1	0						pp									
44	43	505/4	505/4	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	347											
45	44	517/4	517/4	0.0	0	0	Spanner	3/4	2	1	0															
45	44	517/4	517/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	348											
45	44	517/4	517/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	349											
45	44	517/4	517/4	0.0	0	0	Chord	3/4	2	1	0	grace32	1/32	1	350											
45	44	517/4	517/4	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	351									54		
45	44	130	130	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	352									54		
45	44	521/4	521/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353											
45	44	517/4	517/4	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	354											
